title,subject
I Don't Want to Go to Bed,"Little Princess (Fictitious character),Juvenile fiction,Bedtime,Pictorial works,Princesses,Fiction,Ficción juvenil,Princesas,Hora de acostarse,Pequeña Princesa (Personaje literario),Libros de láminas,Children's fiction,Bedtime, fiction,Princesses, fiction,Picture books,Bedtime - Juvenile fiction,Little Princess (Fictitious character) - Juvenile fiction,Ouvrages pour la jeunesse,Monsters,Libros ilustrados para niños,Little Princess (Fictitious character) -- Pictorial works -- Juvenile fiction"
"One for All, All for One","Picture books,Juvenile fiction,Friendship,Fiction,Children's fiction,Friendship, fiction,Mice, fiction"
Papa Panov's special day,"Fables,Christmas,Children's stories,Fiction,Christmas, fiction,Children's fiction,Picture books,Christmas stories,Histoires de Noël"
Mister Sneeze,"Children's stories,Sneezing,Juvenile fiction,Humorous stories,Mr. Men (Fictitious characters),Pictorial works,Children's fiction,Picture books,Éternuement,Romans, nouvelles, etc. pour la jeunesse"
The House on East 88th Street,"Crocodiles,Crocodiles in fiction,Fiction,Juvenile fiction,Children's fiction,Crocodiles, fiction,Picture books"
Shoes from Grandpa (Big Ed),"Stories in rhyme,Fiction,Clothing and dress,Juvenile fiction,Children's fiction,Picture books,Picture books for children,Storytelling,Grandparents, fiction,Children's poetry, Australian"
Many luscious lollipops,"Adjective,English language,Juvenile literature,Big books,Grammar,Picture books,English language, grammar,English language, alphabet, juvenile literature,Children's fiction"
My Little Pony,"Children's fiction,Ponies, fiction,Spring, fiction,Ponies,Juvenile fiction,Student newspapers and periodicals,Picture books,Fiction,Newspapers,Fear, fiction,Friendship, fiction,Holidays, fiction"
The Haunted House,"Children's fiction,Horror stories,Picture books,Ghosts, fiction,Toy and movable books,Ghost stories"
The playground problem,"Fiction,Soccer,Sex role,Schools,Children's fiction,Sex role, fiction,Schools, fiction,Soccer, fiction,Juvenile fiction,Soccer stories,Rôle selon le sexe,Romans, nouvelles, etc. pour la jeunesse,Écoles,School stories,Picture books,Sports"
Winnies Pirate Adventure,"Seerauber,Lesen,Textverstehen,Juvenile fiction,Winnie the Witch (Fictitious character),Pictorial works,Englischunterricht,Children's fiction,Witches, fiction,Picture books"
Truck,"Trucks,Stories without words,Fiction,Juvenile literature,Juvenile fiction,Pictorial works,Children's fiction,Trucks, fiction,Picture books,Trucks, juvenile literature,collectionID:caldecotthonor80,Vehicles,Voyages and travels,Shipping,Traffic signs and signals"
Read to Your Bunny,"Rabbits,Picture books,Juvenile fiction,Board books,Fiction,Books and reading,Stories in rhyme,On board pages,Children's fiction,Rabbits, fiction,Books and reading, fiction,Parenting,Parent and child,Reading (Early childhood),Spanish language materials,Conejos,Novela juvenil,Libros y lectura,Animals"
The Toy Brother,"Alchemy,Brothers,Juvenile fiction,Fiction,New York Times reviewed,Children's fiction,Brothers, fiction,Magic,Fantasy,Brothers and sisters, fiction,Family life, fiction,Toys, fiction,Siblings, fiction,Picture books for children,Picture books"
Imaginary Fred,"Imaginary companions,Juvenile fiction,Friendship,Children's fiction,Friendship, fiction,Imagination, fiction,Picture books,Imaginary companions -- Juvenile fiction,Friendship -- Juvenile fiction,Imaginary playmates -- Fiction,Friendship -- Fiction,Compagnons imaginaires -- Romans, nouvelles, etc. pour la jeunesse,Amitié -- Romans, nouvelles, etc. pour la jeunesse,Compañeros imaginarios -- Novela juvenil,Amistad -- Novela juvenil"
The Hueys in The new sweater,"Individuality,Fiction,Sweaters,Juvenile fiction,Pictorial works,Children's fiction,Individuality, fiction,Clothing and dress, fiction,Picture books,Hueys (Fictitious characters : Jeffers),Spanish language materials,Ficcion juvenil,Jersey,Individualidad"
The storm book,"Storms,Fiction,Juvenile fiction,Weather,Caldecott Honor Book 1953,Children's fiction,Storms, fiction,collectionID:caldecotthonor50,Picture books,Adventure and adventurers, fiction,award:Caldecott_award,lexile:1030,lexile_range:1001-1100,lexile_code:NC,age:min:4,age:max:8"
"In the Small, Small Pond","Stories in rhyme,Pond animals,Fiction,Picture books,Juvenile poetry,Juvenile fiction,Seasons,Caldecott Honor,Pond ecology - Fiction,Animals, fiction,Children's fiction,Faune des étangs,Faune d'eau douce,Ouvrages pour la jeunesse,Anglais (langue),Caldecott Medal,Freshwater animals,Livres illustrés pour enfants,collectionID:caldecotthonor90,award:Caldecott_award,lexile_code:NP,age:min:1,age:max:3,grade:min:Preschool,grade:max:Kindergarten"
Paddington at the Tower,"Teddy bears,Bears,Fiction,Sandwiches,Bears in fiction,Ravens,Tower of London (London, England),Children's fiction,Paddington bear (fictitious character), fiction,Picture books,London (england), fiction,Juvenile fiction,Bears, fiction"
The wreck of the Zephyr,"Children's fiction,Adventure and adventurers, fiction,Boats and boating, fiction,Imagination, fiction,Fantasy fiction,Picture books,Épaves,Ouvrages pour la jeunesse,Short stories,Sailors, fiction,Imagination,Juvenile fiction,Boats and boating"
Thats Not My Monster,"Romans, nouvelles, etc. pour la jeunesse,Monstres,Picture books,Juvenile fiction,Board books,Fiction,Monsters,Children's fiction,Toy and movable books,Vocabulary,Textured books,Monsters, fiction"
The Slightly Annoying Elephant,"Elephants,Juvenile fiction,Humorous stories,Behavior,Fiction,Children's fiction,Picture books,Elephants, fiction,Toy and movable books"
Bringing down the moon,"Animals,Juvenile fiction,Fiction,Pictorial works,Moles (Animals),Children's fiction,Animals, fiction,Moon, fiction,Moles (animals), fiction,Picture books,Moles (Animals) -- Juvenile fiction,Animals -- Juvenile fiction,Moon -- Juvenile fiction,Moon"
Maui-Maui,"Fiction,Spanish language,Marine resources conservation in fiction,Spanish language books,Fishery conservation,Whales,Marine resources conservation,Juvenile fiction,Readers,Fishery conservation in fiction,Whales in fiction,Picture books,Picture books for children,Fishes,Conservation,Children's fiction,Whales, fiction"
Fanny,"Fiction,People with disabilities,Domestic animals,Cats,Juvenile fiction,Children's fiction,Cats, fiction,Picture books,Picture books for children"
Four Seasons (Brambly Hedge),"Juvenile fiction,Mice,Fiction,Children's fiction,Animals, fiction,Brambly hedge (imaginary place), fiction,Mice, fiction,Seasons, fiction,Fantasy fiction,Picture books"
Quiet! there's a canary in the library,"Animals,Fiction,Libraries,Juvenile fiction,Animal behavior,Picture books,Children's library services,Children and animals,Imagination,Child librarians,Behavior,Human behavior"
Tale of George Grub,"Cleanliness,Baths,Fiction,Stories in rhyme,Hygiene,Juvenile fiction,Children's fiction,Picture books,Boys, fiction,Fiction, general"
I want a party!,"Parties,Princesses,Fiction,Picture books,Juvenile fiction,Picture books for children,Children's parties,Children's fiction,Princesses, fiction,Parties, fiction,Pictorial works,Fêtes,Romans, nouvelles, etc. pour la jeunesse"
"Tabby McTat, the musical cat","Stories in rhyme,Street entertainers,Cats,Lost and found possessions,Fiction,Lost articles,Juvenile fiction,Children's stories,Pictorial works,Board books,Children's fiction,Readers,Cats, fiction,Picture books,Toy and movable books,Child and youth fiction"
Fishes,"Fishes,Juvenile literature,Picture books,Pictorial works,Fishes, juvenile literature,Social life and customs,Korean National characteristics,Poissons,Ouvrages pour la jeunesse"
The queen of hearts,"Nursery rhymes,Picture books,children's book,English Nursery rhymes,Children's fiction"
Round Is a Mooncake,"Geometrical constructions,Form perception,Chinese Americans,Juvenile fiction,Fiction,Shapes,Stories in rhyme,Shape,Pictorial works,Children's fiction,Chinese americans, fiction,Picture books,Neighbors, fiction,Size and shape, fiction"
Bugs Are Insects,"Insects, juvenile literature,Insects,Juvenile literature,Picture books"
Math Curse,"Juvenile fiction,Fiction,Mathematics,Schools,Math anxiety,Picture books,Study and teaching,Psychological aspects,Children's fiction,Schools, fiction,Arithmetic, fiction,Education, fiction"
Biscuit's new trick,"Training,Dogs in fiction,Juvenile fiction,Fiction,Dogs,Dogs -- Training -- Fiction,Picture books for children,Picture books,Children's fiction,Dogs, fiction,Biscuit (fictitious character : capucilli), fiction,Pets, fiction"
The secret three,"Fiction,Clubs,Ciphers,Ocean bottles,Code and cipher stories,Juvenile fiction,Children's fiction,Readers,Clubs, fiction,Picture books"
The Rainbow Fish,"fish,sharing,children's stories,picture books,juvenile literature,bilingual texts,pride"
Pink Is for Boys,"Stereotype (Social psychology),Gender nonconformity,Colours,individuality,Acceptance,Children's fiction,Self-esteem, fiction,Color, fiction,Sex role, fiction,Picture books,LGBTQ board books,LGBTQ picture books"
Singing Mermaid,"Mermaids,Juvenile fiction,Pictorial works,Fiction,Children's fiction,Stories in rhyme,Picture books,Mermaids, fiction,Toy and movable books"
Have you seen my duckling?,"Fiction,Ponds,Lost children,Ducks,Board books,Missing children,Animals,Children's stories, American,Adventure and adventurers,Juvenile fiction,Ducklings,Family,Ducks, Geese,Baby Animals,Picture books,Children's fiction,Ducks, fiction,collectionID:caldecotthonor80"
Numbers of things,"Counting,Juvenile literature,Picture books,Number concept, juvenile literature,Numeration, juvenile literature,Number theory"
SRA specific skills series,"Picture books,Children: Babies & Toddlers"
"June 29, 1999","Science,Vegetables,Fiction,Science fiction,Experiments,Juvenile fiction,Children's fiction,Vegetables, fiction,picture books,juvenile literature,plants,Picture books for children,Sciences,Romans, nouvelles, etc. pour la jeunesse,Expériences,Légumes,Livres d'images pour enfants"
First Thousand Words in Hebrew,"Hebrew,Modern languages (ie other than English),Picture books,Alphabet,Hebrew language,Juvenile literature,Vocabulary,Hebrew language, juvenile literature"
On the Day You Were Born,"Juvenile literature,Childbirth,Birth,Labor (Obstetrics),Parturition,Earth (planet), juvenile literature,Earth (planet),Childbirth, juvenile literature,Children's fiction,Infants, fiction,On board pages,Picture books,Infants,Board books,Fiction,History, modern, juvenile literature,History, modern,Family,Family, juvenile literature,Infants, juvenile literature"
Spinderella,"Soccer,Fiction,Spiders,Natural Numbers,Counting,Numbers, Natural,Lectures et morceaux choisis,Anglais (Langue),Soccer stories,Juvenile fiction,Lectures et morceaux choisis (Enseignement primaire),Calcul,Numbers,Readers,Children's fiction,Counting books,Picture books,Brothers and sisters,Spiders, fiction"
The Giant Jumparee,"Frogs,Juvenile fiction,Animals,Fiction,Stories in rhyme,Children's fiction,Picture books,Jumping,Frogs, fiction,Animals, fiction"
Und wo ist der grüne Papagei?,"Color,Fiction,Parrots,Picture books,Children's fiction,Parrots, fiction"
What Lives in a Shell,"Animal defenses,Body covering (Anatomy),Juvenile literature,Shells,Spanish language materials,Shells, juvenile literature,Crustacea,Mollusks,Anatomy,Anatomy, juvenile literature,Picture books,Mollusks, juvenile literature"
One Ted Falls Out Bed,"Teddy bears,Stories in rhyme,Juvenile fiction,Counting,Ficción juvenil,Fiction,Osos de felpa,Cuentos en rima,Contar (Enumerar),Children's fiction,Picture books,Counting books,Toy and movable books,Bears, fiction"
Gruffalo / Gruffalo's Child,"Children's fiction,Picture books,Mice, fiction,Animals, fiction,Toy and movable books"
The Going to Bed Book,"Human body, juvenile literature,Anatomy,Animales,Animals,Bedtime,Children,Cuentos en rima,Ficción juvenil,Fiction,Hora de acostarse,Juvenile fiction,Night,Sleep,Stories in rhyme,Picture books for children,Picture books,Children's fiction,Bedtime, fiction"
The Bears' Picnic,"Bears,Juvenile fiction,Berenstain Bears (Fictitious characters),Picnics,Fiction,juvenile fiction,bears in fiction,Picknicking,Picture books,Picnicking,Children's fiction,Bears, fiction,Berenstain bears (fictitious characters), fiction,Picnicking, fiction"
"Scary, Scary Halloween","Juvenile fiction,Halloween,Fiction,Stories in rhyme,Cats,Children's fiction,Halloween, fiction,Toy and movable books,Picture books,Cats, fiction,Literature and fiction, juvenile,Romans, nouvelles"
Pumpkin moonshine,"Farm life,Juvenile fiction,Halloween,Fiction,Pumpkin,Children's fiction,Pumpkin, fiction,Halloween, fiction,Farm life, fiction,Picture books,Board books,Romans, nouvelles, etc. pour la jeunesse,Vie à la ferme"
The Detective Dog,"juvenile fiction,picture books,detective,dog,dogs,books,theft,fiction,Libraries,Stories in rhyme,Detector dogs,Children's fiction,Human-animal relationships,Lost articles,Reading,Dogs, fiction,Books, fiction,Theft, fiction,Toy and movable books"
"Happy Birthday, Davy!","Birthdays,Fiction,Grandparents,Rabbits,Juvenile fiction,Geburtstag,Davy (Fictitious character),Bilderbuch,Pictorial works,Children's fiction,Picture books,Birthdays, fiction"
A lion in the meadow,"Children's stories,Imagination,Juvenile fiction,Picture books,Fiction,Readers,Lion,Dragons,Imaginary creatures,Children's fiction,Dragons, fiction,Lion, fiction,Imagination, fiction"
Lyle and the Birthday Party,"Crocodiles,Fiction,Juvenile fiction,Birthdays,Children's fiction,Birthdays, fiction,Lyle the crocodile (fictitious character), fiction,Crocodiles, fiction,Fantasy,Kindness,Jealousy,Picture books"
I am not going to get up today!,"Humorous stories,Fiction,Beds,Stories in rhyme,Sleep,Children's fiction,Picture books,Children's poetry,Poetry"
The shape of me and other stuff,"Stories in rhyme,Shape,Shapes,Juvenile literature,Fiction,Juvenile fiction,Form perception,Size and shape, fiction,Children's fiction,Children's stories,Pictorial works,Perception,Children's Books/Baby-Preschool,Picture books"
The Jumblies,"Children's poetry, English,English poetry,Nonsense verses,Pictorial works,Adventure and adventurers,Poetry,Picture books for children,Picture books"
Messy Bessey's closet,"Sharing,Cleanliness,Juvenile fiction,Fiction,Stories in rhyme,Orderliness,African Americans,Compartir,Novela juvenil,Limpieza,Afronorteamericanos,Spanish language materials,Children's fiction,Picture books"
Jumble Joan (Creepies),"Children's fiction,Monsters, fiction,Attics,Brothers and sisters,Fear,Fiction,Fear, fiction,Brothers and sisters, fiction,Children's stories,Horror stories,Picture books,Juvenile fiction"
